signal,LifeTime,IP,VertexChi2,pt,DOCAone,DOCAtwo,DOCAthree,isolationa,isolationb,isolationc,p0_pt,p1_pt,p2_pt,p0_IP,p1_IP,p2_IP
1,0.000925685337278992,0.04536103457212448,8.188126564025879,5955.15234375,0.01121674757450819,0.05930181592702865,0.05156100541353226,0,1,0,1789.8033447265625,3088.60107421875,1245.958984375,0.16600249707698822,0.12865504622459412,0.6397796273231506
1,0.0008437724318355322,0.006260050926357508,3.194911479949951,5579.0986328125,0.038229916244745255,0.0176144428551197,0.045573893934488297,1,0,1,881.2462768554688,3731.26611328125,1208.6932373046875,0.2254392057657241,0.1975107491016388,0.3527577817440033
0,0.0010211672633886335,0.10881062597036363,4.169851303100587,8630.8662109375,0.031264346092939384,0.012329226359724998,0.046483006328344345,3,4,2,885.9691772460938,2826.893310546875,5050.45703125,0.238080695271492,0.5123509168624878,0.1593296080827713
1,0.0004226445162203163,0.018743567168712616,5.166606426239014,9288.0400390625,0.030662044882774363,0.029912950471043587,0.001257861964404583,0,0,3,1197.253173828125,1794.6756591796875,6444.51611328125,0.28323271870613104,0.14149804413318634,0.07018202543258667
0,0.0009327955194748936,0.05205032974481583,2.8583402633666988,4127.13916015625,0.014320365153253078,0.039001114666461945,0.03582426533102988,0,0,0,1339.568115234375,1359.9046630859375,1774.7164306640625,0.32898518443107605,0.3278892636299133,0.18150494992733
1,0.0010611105244606733,0.0246272087097168,6.288005828857423,5914.3369140625,0.04057737067341805,0.001131654717028141,0.05679284408688545,2,1,7,1023.4453735351562,4289.0068359375,617.7720947265625,0.27041226625442505,0.09590622782707214,1.2261968851089478
1,0.0021281836088746786,0.036158189177513116,5.6286892890930185,9233.765625,0.04809703677892685,0.016401240602135658,0.04296743124723434,0,1,1,694.4429321289062,7046.10595703125,1553.4210205078125,1.9555830955505369,0.3005531132221222,0.8237837553024292
0,0.0005268958630040288,0.04655561968684197,13.576629638671875,2206.239990234375,0.07910076528787613,0.026398757472634315,0.004886360373347998,1,3,5,533.4182739257811,1538.6417236328125,570.1177978515625,0.18258456885814667,0.14606645703315735,0.2965559065341949
0,0.0008041622932069004,0.06634324789047241,1.6318985223770142,4256.81689453125,0.03310837969183922,0.033837929368019104,0.0009389180922880768,4,3,2,923.232666015625,1351.4232177734375,2261.950439453125,0.15050901472568512,0.18585048615932465,0.3304038345813751
1,0.0011094607179984448,0.01335337199270725,1.8297638893127441,5457.07861328125,0.01129966787993908,0.015990521758794785,0.007413848303258419,1,17,4,1285.358642578125,1635.7371826171875,2612.260498046875,0.3256782591342926,0.5383840799331665,0.14266812801361084
1,0.0008951398776844145,0.012384946458041668,3.574182510375977,6985.9658203125,0.03064579330384732,0.02470366470515728,0.02622147090733052,1,6,1,469.0426330566406,2693.075439453125,3990.654296875,0.644739031791687,0.220846027135849,0.16721802949905396
1,0.0012722135288640855,0.02992757223546505,7.902480602264402,6070.8046875,0.00192310439888388,0.047407262027263634,0.027221266180276867,1,1,1,537.3523559570311,3548.522705078125,2147.85205078125,0.8921546936035156,0.22470074892044067,0.3052414059638977
1,0.002339548896998167,0.04853042215108872,0.7778555154800415,2581.81640625,0.05757925286889076,0.010739292949438095,0.06329359859228134,1,3,2,371.5395202636719,875.6025390625,1733.5576171875,2.660426616668701,0.2267553806304932,0.1989489197731018
1,0.001491481438279152,0.2271474450826645,14.40719985961914,3184.27001953125,0.10480213910341264,0.07450917363166809,0.13607531785964966,1,1,2,762.4876708984375,840.3204956054688,1648.30078125,0.3261260390281677,0.4756259620189667,0.724263608455658
1,0.0013106716796755784,0.008454486727714539,4.302925109863281,5830.26171875,0.02147145941853524,0.019600817933678627,0.008583256974816322,2,4,14,833.0035400390625,2561.556884765625,2521.793212890625,0.6631467342376709,0.2915457785129547,0.18157392740249634
1,0.0012088967487215994,0.049949198961257935,10.390998840332033,3768.599853515625,0.1125890091061592,0.04641444981098175,0.021720202639698986,0,3,0,1637.603515625,1988.1778564453125,391.2115478515625,0.4012736976146698,0.320620596408844,0.6641133427619934
1,0.0006073606782592832,0.06202315539121628,9.290712356567383,3779.168701171875,0.1035897731781006,0.11009222269058228,0.011116850189864635,0,2,2,527.8576049804689,1536.7423095703125,2012.56591796875,0.40907853841781616,0.18723687529563904,0.13622884452342987
1,0.004308900330215693,0.14320072531700134,4.433612823486328,3526.084228515625,0.019696377217769626,0.09078308194875716,0.06939651817083359,0,0,0,1493.963134765625,1668.661376953125,559.1421508789061,1.8012348413467407,0.7759040594100952,1.265196681022644
1,0.0014141846913844347,0.03205883875489235,4.708498954772949,3360.277099609375,0.0857764184474945,0.03635251522064209,0.07474160939455032,4,6,2,496.64788818359375,2531.011474609375,730.7584228515625,0.5338668823242188,0.21043115854263306,0.719404935836792
1,0.0009860944701358676,0.019471155479550358,1.4211316108703609,2234.323974609375,0.03862478584051132,0.04955732449889183,0.005559785757213831,6,3,5,716.2618408203125,1573.35986328125,330.47308349609375,0.298313707113266,0.15533167123794556,0.8816536664962769
1,0.0017751381965354085,0.049281347543001175,10.275715827941896,4823.67724609375,0.035114247351884835,0.06766093522310257,0.0043550627306103715,2,2,0,1658.26953125,2160.0234375,1239.62060546875,0.2293651998043061,0.41818490624427795,0.8208553194999695
0,0.0012215147726237776,0.18801966309547424,9.596948623657227,1894.953125,0.11858008801937105,0.07795124500989914,0.2400922030210495,4,5,3,381.8772888183594,1721.85498046875,396.4054565429688,0.32976675033569336,0.3136838376522064,0.3517460227012634
0,0.00041769380914047366,0.05049404501914978,9.16000747680664,15793.7177734375,0.006030505523085594,0.023930436000227928,0.033910688012838364,5,5,8,6829.76318359375,6954.15478515625,2052.413818359375,0.08894630521535872,0.09271176159381866,0.33001261949539185
1,0.0006434349925257268,0.1703292578458786,5.387330055236816,3756.033935546875,0.03032810799777508,0.0417301245033741,0.08979427069425583,0,1,2,503.3848571777344,1353.14306640625,2188.392578125,0.5240015387535095,0.3432222604751587,0.10972026735544203
1,0.002709714462980628,0.08416324108839035,7.090421676635742,4091.258056640625,0.02504901774227619,0.07363513112068176,0.0067455852404236785,0,2,0,525.37255859375,3223.971923828125,574.078857421875,0.948309600353241,0.42180758714675903,2.0906753540039062
0,0.0023087963927537203,0.1042485013604164,14.996153831481935,1296.350830078125,0.1562558114528656,0.062399867922067635,0.054516933858394616,0,1,0,359.3433532714844,1041.8660888671877,658.6932983398438,0.6511552929878235,0.2396245151758194,1.1161749362945557
0,0.00044257854460738605,0.1310286968946457,4.398127555847168,964.9430541992188,0.06874868273735046,0.10264869034290314,0.04627139866352081,7,3,12,423.5807800292969,1192.2821044921875,383.7963562011719,0.2145900875329972,0.1997629404067993,0.26769766211509705
0,0.0013114113826304676,0.007426800671964885,1.039156794548035,4612.166015625,0.010104787535965444,0.016616621986031532,0.0016783794853836296,1,0,1,1062.3038330078123,1466.6280517578125,2265.517578125,0.6000926494598389,0.5205133557319641,0.17502108216285706
1,0.0006329591851681473,0.016639333218336102,4.1347713470458975,2406.6572265625,0.0313124805688858,0.0531836561858654,0.0268486849963665,0,0,3,364.7047424316406,1055.3966064453123,1340.6634521484375,0.2134980708360672,0.1167367696762085,0.26099732518196106
0,0.0009711199090816081,0.01221291720867157,2.0958817005157457,20005.373046875,0.01227052230387926,0.0075990729965269566,0.023635134100914,0,6,1,2304.0439453125,8930.806640625,8788.779296875,0.5903638005256653,0.2315488010644913,0.16061468422412872
1,0.0007682765135541557,0.028720254078507423,13.601903915405273,4804.66650390625,0.08301857858896255,0.08173767477273941,0.05246095731854439,2,6,3,908.8034057617188,2943.7939453125,978.869873046875,0.2561897933483124,0.26021653413772583,0.1793462634086609
1,0.0005872937617823483,0.01593145914375782,5.0519609451293945,3724.91796875,0.05476116016507149,0.024228455498814583,0.005458841565996409,3,3,2,374.0779113769531,1764.671875,1952.4390869140625,0.29066163301467896,0.12005243450403215,0.1845713257789612
1,0.0014003680553287268,0.014493066817522047,4.307828426361084,4740.06005859375,0.01851234771311283,0.04677417129278183,0.0339643731713295,2,1,3,949.9633178710938,1764.9525146484375,2148.534912109375,0.2616347074508667,0.3640552163124085,0.5250953435897827
1,0.0012164384825155141,0.034942686557769775,3.35538387298584,4162.5244140625,0.01996474526822567,0.02599243074655533,0.043480470776557915,0,1,2,928.892822265625,976.9359130859376,2466.7822265625,0.4380246698856354,0.3345704674720764,0.3136518895626068
1,0.0012584039941430092,0.03214303404092789,10.135109901428224,6269.7470703125,0.06698711961507797,0.015600242651998997,0.050330277532339096,0,2,0,2544.44970703125,3383.291259765625,361.0710144042969,0.2277086973190308,0.4424110352993012,0.5224527716636658
1,0.0006104516796767713,0.007407156284898519,3.61965537071228,2243.398193359375,0.017928984016180042,0.015956925228238106,0.007178286090493201,7,6,5,388.2923278808594,1107.7801513671877,1279.7176513671875,0.33958351612091064,0.2482240200042725,0.07364261895418167
1,0.0007504960522055626,0.01335376501083374,1.4374339580535889,1792.39013671875,0.04304003342986107,0.019708354026079167,0.055999930948019035,5,3,2,420.2749328613281,1537.7471923828125,512.1973266601561,0.27180105447769165,0.13207755982875824,0.3611326217651367
0,0.0014243610203266144,0.14997535943984985,14.469849586486815,2217.578369140625,0.3047269284725189,0.1471213400363922,0.11167209595441817,4,0,1,451.2781982421875,484.7610778808594,1924.395263671875,0.3171774446964264,0.4086546897888184,0.3530182838439941
0,0.001003564102575183,0.11807139217853545,3.638396739959717,6073.28662109375,0.04736509546637535,0.004923790227621794,0.015308769419789313,0,1,0,1589.3370361328125,3227.4599609375,1480.583251953125,0.3197275400161743,0.2982909679412842,0.34832367300987244
0,0.0006030559306964277,0.2444513440132141,4.080689430236816,2225.580078125,0.014142034575343132,0.16632139682769775,0.3357017934322357,6,1,0,425.8950805664063,1987.5400390625,352.4495849609375,0.2257451415061951,0.290368914604187,0.5189698934555054
1,0.0015920974547043445,0.02640781365334988,0.06773688644170761,3154.716796875,0.008588862605392933,0.0108575401827693,0.006449967157095671,1,2,6,653.116943359375,2249.528564453125,462.4887390136719,1.0177617073059082,0.18413177132606506,0.935530424118042
1,0.0007144222618080676,0.12403057515621185,1.824634671211244,8252.0849609375,0.02301458828151226,0.002142569981515408,0.0004279084678273648,3,1,2,1931.7789306640625,4527.4521484375,1951.0634765625,0.2008533924818039,0.2730107009410858,0.21058601140975952
1,0.0011851578019559386,0.008415109477937222,4.1365036964416495,7401.27685546875,0.004152333829551935,0.05322989076375961,0.039593297988176346,3,3,0,2720.659912109375,3375.6787109375,1366.466552734375,0.29436513781547546,0.2502463757991791,0.5187225341796875
1,0.0006332147167995572,0.02231019735336304,3.3151841163635254,12674.75390625,0.01568240113556385,0.010322731919586658,0.020263319835066795,1,4,1,3016.32421875,7524.978515625,2176.02783203125,0.2094588577747345,0.11308027803897858,0.2898418605327606
1,0.0006292009493336082,0.0063139647245407104,4.774833679199219,2055.661865234375,0.00830787420272827,0.06907148659229279,0.015314199961721897,1,4,0,385.2755737304688,1237.0203857421875,902.4063720703124,0.1668018400669098,0.21750593185424805,0.15197938680648804
0,0.001263151178136468,0.1878417283296585,1.3885632753372192,5225.21142578125,0.009216968901455402,0.011960488744080068,0.0062681641429662704,2,1,2,1760.51171875,2306.384765625,1446.093017578125,0.2456172853708267,0.30417588353157043,0.7170746922492981
1,0.002096261829137802,0.1389128714799881,1.1602699756622314,4099.74951171875,0.02206934057176113,0.02994386665523052,0.0015355690848082304,2,1,3,652.9234008789062,889.332275390625,2754.690185546875,1.2775694131851196,1.14372980594635,0.2085137814283371
1,0.0012310226447880268,0.008507384918630123,2.1683006286621094,4190.17333984375,0.0037851193919777866,0.004605198744684458,0.017342494800686836,2,0,3,1159.932373046875,1336.481201171875,1810.7581787109373,0.5197926163673401,0.3678932785987854,0.2162737995386124
1,0.0005569704226218164,0.003289905143901705,3.5293357372283936,8106.01513671875,0.0006693367031402888,0.005480806343257427,0.04199748858809471,6,4,0,2071.765625,3309.728759765625,2831.87109375,0.07866516709327698,0.20065553486347198,0.1673870086669922
0,0.0010901264613494275,0.10681992769241333,9.36417007446289,5578.43115234375,0.06469551473855972,0.029491070657968518,0.2053622454404831,8,4,7,331.232666015625,1725.9954833984375,3555.31640625,0.5869538187980652,0.20334433019161224,0.3219948410987854
1,0.0008338745101355016,0.0220528207719326,4.173249244689941,7651.9072265625,0.003471944713965059,0.003900518175214529,0.03424779325723648,0,0,2,2638.609375,2830.637451171875,2340.29736328125,0.2989056706428528,0.28436800837516785,0.1491602212190628
1,0.0009153156424872576,0.15987683832645416,2.0578229427337646,4813.7978515625,0.023111440241336826,0.01287158764898777,0.03220681473612785,3,3,5,1196.2132568359375,1202.5382080078125,2502.618408203125,0.4861027896404266,0.40026894211769104,0.0706561952829361
1,0.001294996473006904,0.027062440291047096,1.823299765586853,8484.01171875,0.007131742313504219,0.012377729639410973,0.01254863478243351,2,1,0,3467.908447265625,3936.8046875,1133.8707275390625,0.13676497340202332,0.35596519708633423,0.6674719452857971
0,0.002303542569279671,0.2999306321144104,12.658523559570312,3811.322998046875,0.0790727436542511,0.03234047442674637,0.08169345557689668,3,1,0,907.6900634765624,2357.830078125,805.5611572265625,0.5313235521316528,0.4407002627849579,1.5864259004592896
0,0.0021827502641826872,0.2330321818590164,3.815740585327149,7952.13916015625,0.03728344291448593,0.004002775531262159,0.045436777174472816,0,0,0,689.6618041992188,5198.98486328125,2222.282470703125,1.7152153253555298,0.1930754631757736,0.807219386100769
1,0.0020314964931458235,0.00828929990530014,2.5229721069335938,3334.16748046875,0.087880939245224,0.04306664690375328,0.022192889824509617,1,2,1,849.0317993164062,1211.81494140625,1628.36669921875,0.3115311861038208,0.7620863318443298,0.6604027152061462
0,0.0008985398453660307,0.0836249440908432,8.096498489379883,4789.1044921875,0.005082798190414906,0.0023120089899748572,0.04473906382918358,14,16,5,1188.9208984375,2003.9598388671875,1734.244384765625,0.4360910356044769,0.11574368178844452,0.3828612267971039
0,0.001956259598955512,0.27502724528312683,9.748653411865234,1524.3123779296875,0.1168123409152031,0.2142167091369629,0.3602472245693207,0,0,0,500.2813415527344,1456.9534912109375,428.1747131347656,0.4188830554485321,0.5396635532379149,0.8361040353775024
1,0.0003755280049517751,0.017114810645580292,13.659314155578613,9525.5771484375,0.06921835988759995,0.013285899534821509,0.004279807209968567,3,5,13,589.7818603515625,4258.15478515625,4742.77685546875,0.12624605000019073,0.06195757165551185,0.12496510148048401
1,0.001090056262910366,0.019891437143087387,7.888957977294923,2802.888916015625,0.08969408273696901,0.030786732211709026,0.03571392223238945,0,1,1,753.9368286132812,1178.5767822265625,1268.1153564453125,0.4392730295658112,0.2923514246940613,0.21285852789878845
1,0.0017043851548805833,0.2229305803775788,4.518761157989502,3452.461181640625,0.06952794641256332,0.0057608652859926215,0.1127270683646202,1,2,4,564.026123046875,1080.456787109375,1860.2333984375,0.5068227052688599,0.8593989014625549,0.2788730561733246
0,0.0020424402318894863,0.08499930799007416,12.479287147521973,4811.43798828125,0.02044069580733776,0.016158368438482285,0.03146261349320412,2,7,6,401.8142395019531,2052.218505859375,2396.4736328125,0.9836737513542176,0.10866834223270416,0.5487725734710693
1,0.002083950210362673,0.03267107903957367,5.2819952964782715,3423.69384765625,0.04690338298678398,0.009067060425877571,0.003300253301858902,5,0,0,1276.0159912109375,1723.5372314453125,818.0004272460938,0.2349911630153656,0.4954370260238648,0.9762230515480042
0,0.0006065997877158225,0.0944647341966629,7.980016231536865,1658.9757080078125,0.0867074653506279,0.19352783262729645,0.10616284608840942,6,13,5,420.6347351074219,1406.9959716796875,440.6381530761719,0.1886286735534668,0.1718832105398178,0.3918032646179199
1,0.0016771104419603946,0.09601578116416933,8.724969863891603,3343.434814453125,0.2774171531200409,0.06579340249300003,0.12043864279985428,1,3,2,724.989990234375,2089.000244140625,653.91259765625,0.5479111075401306,0.6012384295463562,0.3898727297782898
1,0.0010970645816996694,0.033442165702581406,4.183747291564941,7113.91357421875,0.02310422249138356,0.02483999729156494,0.07796093821525574,2,0,3,453.7372741699219,3051.974609375,3748.84033203125,0.3784664273262024,0.3190828859806061,0.3102942705154419
1,0.0014554491499438882,0.06361769884824753,9.352620124816896,4809.728515625,0.11070973426103592,0.08122977614402771,0.09703022986650467,0,0,2,815.376953125,2697.05859375,1549.0814208984375,1.00094735622406,0.32006093859672546,0.21444478631019592
1,0.000562352011911571,0.016824811697006226,4.758495330810547,5639.4716796875,0.0285416878759861,0.010395223274827005,0.02101751416921616,2,5,2,1671.766845703125,1803.477294921875,2320.576904296875,0.15656758844852448,0.22270262241363525,0.13203196227550507
0,0.0003741552063729614,0.29970771074295044,6.565251350402832,1981.1639404296875,0.0907907411456108,0.11680137366056442,0.02977754548192024,0,0,2,454.26348876953125,1348.6644287109375,407.4194946289063,0.3164984881877899,0.2900896668434143,0.4803586900234222
0,0.002388553693890572,0.1226915493607521,3.200767755508424,2789.58544921875,0.02347414940595627,0.009588154032826424,0.005539407953619957,10,9,7,900.03857421875,1689.451171875,699.851806640625,0.5790141224861145,0.2801703214645386,1.33925199508667
0,0.0011761949863284824,0.2071699649095536,6.57108736038208,2264.388427734375,0.113855741918087,0.09289317578077316,0.04469369724392891,3,5,4,343.1955871582031,1247.63330078125,1040.6627197265623,0.23152489960193634,0.5122306942939758,0.30648764967918396
0,0.0006748181767761707,0.13601472973823547,13.123181343078613,2613.22216796875,0.15174879133701324,0.07422555238008499,0.02288932166993618,15,18,8,568.6719970703125,985.0431518554688,1462.9437255859375,0.1580159068107605,0.26181912422180176,0.2979468107223511
0,0.00046747172018513083,0.06668999046087265,14.652759552001953,4168.6484375,0.014595964923501016,0.1565149873495102,0.005701856687664986,12,10,6,1005.235107421875,2330.35546875,861.9988403320312,0.1588105857372284,0.14595796167850494,0.193929523229599
1,0.0012884854804724455,0.19487866759300232,1.4515438079833984,6799.4794921875,0.019599255174398426,0.003319091629236937,0.004147410392761231,0,1,0,1574.7647705078125,3796.53515625,1615.08984375,0.41476452350616455,0.5301499366760254,0.22629645466804504
1,0.0018693427555263038,0.03756074607372284,1.4461822509765625,2731.430908203125,0.030286530032753944,0.016081107780337334,0.04531743377447128,0,0,1,473.53155517578125,1632.4814453125,1117.5101318359377,0.5746564269065857,0.5639255046844482,0.5052371621131897
0,0.0019185235723853113,0.4794029891490936,6.089909076690674,1262.4647216796875,0.07779558002948761,0.027691369876265533,0.07199299335479736,8,5,7,523.6358032226561,641.9618530273438,1046.8590087890623,0.2213915437459945,0.4413200914859772,1.0893704891204834
1,0.0005710333934985101,0.024248074740171432,5.762665748596191,8146.88525390625,0.051728129386901855,0.012918483465909958,0.010347581468522549,0,3,0,1165.5299072265625,3089.877197265625,4001.123046875,0.12857510149478912,0.2195963263511657,0.14708806574344635
1,0.0008650048403069378,0.010682870633900166,1.672173261642456,3399.331298828125,0.025874534621834755,0.008889096789062023,0.05727096647024155,0,7,1,1020.5848388671876,2276.02978515625,385.7408752441406,0.27014055848121643,0.20063817501068115,0.3851526081562042
0,0.0011701044859364627,0.2301829308271408,3.4925448894500732,4316.67626953125,0.03592763841152191,0.015465766191482544,0.02654249593615532,2,2,1,536.8967895507811,774.3975830078125,3185.6748046875,0.42463549971580505,0.8311408758163452,0.2816446125507355
0,0.0006331905024126173,0.13019393384456635,10.126382827758787,1208.6995849609375,0.17971393465995789,0.0694776326417923,0.05770464986562729,6,2,2,426.6298522949219,496.4236755371094,1194.581298828125,0.18579863011837008,0.19455790519714355,0.25946447253227234
1,0.002976926742121577,0.006036925595253706,8.529843330383299,10649.1943359375,0.04338699206709862,0.021853694692254063,0.06480001658201218,0,2,0,1634.5009765625,3144.580078125,5874.25146484375,2.307572841644287,0.2394827604293823,0.5260666608810425
1,0.0011404160177335145,0.09916173666715622,10.033761024475098,3209.088134765625,0.024051718413829803,0.11914775520563126,0.10131629556417464,5,9,6,330.8792419433594,2098.49853515625,811.5219116210938,0.4890522062778473,0.3771507143974304,0.3534089028835297
